epoch,split,loss,accuracy,c1,c2,c3,fc
1,train,2.1270,0.2939,0.05690,0.06130,0.07717,0.12615
1,test,1.4159,0.4621,0.07172,0.07186,0.09466,0.16326
2,train,1.2302,0.5176,0.05677,0.05620,0.08004,0.15591
2,test,1.0028,0.5492,0.07153,0.07045,0.10853,0.20489
3,train,0.9547,0.6006,0.05730,0.05679,0.09043,0.19323
3,test,0.9605,0.5795,0.07105,0.06988,0.11326,0.22275
4,train,0.7894,0.6641,0.05682,0.05700,0.09353,0.20327
4,test,0.8963,0.5947,0.06980,0.07080,0.11480,0.22168
5,train,0.6810,0.7021,0.05555,0.05780,0.09465,0.20430
5,test,0.8752,0.6061,0.06944,0.07290,0.11688,0.22476
6,train,0.6130,0.7354,0.05561,0.05968,0.09810,0.21008
6,test,0.9171,0.6174,0.06915,0.07555,0.12147,0.23123
7,train,0.5734,0.7480,0.05511,0.06092,0.10004,0.21399
7,test,0.9663,0.6250,0.06920,0.07627,0.12170,0.23300
8,train,0.5077,0.7676,0.05520,0.06187,0.09988,0.21497
8,test,0.8399,0.6288,0.06926,0.07886,0.12310,0.23381
9,train,0.4439,0.8125,0.05515,0.06361,0.10217,0.22023
9,test,0.8847,0.6402,0.06968,0.08026,0.12599,0.24014
10,train,0.3858,0.8467,0.05569,0.06580,0.10608,0.23049
10,test,0.9791,0.6174,0.07039,0.08388,0.13062,0.24971
11,train,0.3505,0.8604,0.05649,0.06765,0.10811,0.23312
11,test,0.8701,0.6629,0.07091,0.08442,0.13120,0.24984
12,train,0.3354,0.8613,0.05620,0.06793,0.10882,0.23435
12,test,0.9570,0.6402,0.07136,0.08505,0.13141,0.24982
13,train,0.2944,0.9043,0.05730,0.06815,0.10783,0.23128
13,test,0.9371,0.6364,0.07205,0.08521,0.13021,0.24743
14,train,0.2530,0.9180,0.05801,0.06967,0.11064,0.23580
14,test,0.9749,0.6477,0.07252,0.08627,0.13427,0.25355
15,train,0.2263,0.9365,0.05812,0.07103,0.11506,0.24760
15,test,0.9589,0.6439,0.07294,0.08793,0.13825,0.26361
16,train,0.2031,0.9395,0.05818,0.07143,0.11588,0.25214
16,test,1.0328,0.6477,0.07304,0.08996,0.14039,0.26954
17,train,0.1887,0.9434,0.05816,0.07205,0.11566,0.25148
17,test,1.0710,0.6591,0.07331,0.08956,0.13852,0.26661
18,train,0.1609,0.9580,0.05909,0.07269,0.11671,0.25064
18,test,0.9643,0.6629,0.07419,0.08919,0.13841,0.26146
19,train,0.1415,0.9639,0.05975,0.07350,0.11785,0.25146
19,test,1.1238,0.6364,0.07488,0.09197,0.14202,0.26870
20,train,0.1064,0.9824,0.05993,0.07532,0.11999,0.25830
20,test,1.0850,0.6591,0.07493,0.09328,0.14249,0.27505
21,train,0.0856,0.9922,0.06010,0.07654,0.12148,0.26470
21,test,1.1100,0.6667,0.07536,0.09565,0.14694,0.28282
22,train,0.0788,0.9902,0.06051,0.07738,0.12297,0.26366
22,test,1.1437,0.6364,0.07583,0.09540,0.14633,0.27665
23,train,0.0593,0.9990,0.06092,0.07772,0.12362,0.26379
23,test,1.1399,0.6439,0.07597,0.09543,0.14725,0.27641
24,train,0.0479,0.9980,0.06049,0.07811,0.12536,0.26802
24,test,1.2710,0.6515,0.07607,0.09784,0.15171,0.28690
25,train,0.0418,0.9980,0.06104,0.07989,0.12862,0.27642
25,test,1.2381,0.6742,0.07630,0.09888,0.15345,0.28980
26,train,0.0378,0.9990,0.06122,0.08083,0.12982,0.27841
26,test,1.2188,0.6667,0.07645,0.09907,0.15312,0.28853
27,train,0.0322,1.0000,0.06140,0.08084,0.12947,0.27443
27,test,1.2340,0.6705,0.07661,0.09963,0.15450,0.28640
28,train,0.0285,0.9990,0.06123,0.08122,0.13070,0.27513
28,test,1.2484,0.6742,0.07653,0.09993,0.15515,0.28792
29,train,0.0209,1.0000,0.06175,0.08199,0.13184,0.27736
29,test,1.3485,0.6553,0.07668,0.10024,0.15533,0.28961
30,train,0.0175,1.0000,0.06134,0.08164,0.13117,0.27746
30,test,1.3303,0.6515,0.07678,0.10058,0.15597,0.29190
