epoch,split,loss,accuracy,c1,c2,c3,fc
1,train,0.4134,0.8729,0.05839,0.09646,0.12273,0.30795
1,test,0.1774,0.9414,0.06449,0.09502,0.12318,0.31883
2,train,0.1514,0.9530,0.06472,0.09211,0.11942,0.31366
2,test,0.1194,0.9603,0.06600,0.09068,0.11354,0.29699
3,train,0.1109,0.9653,0.06722,0.09106,0.11380,0.30879
3,test,0.1129,0.9630,0.06704,0.09046,0.11249,0.29383
4,train,0.0940,0.9697,0.06734,0.08896,0.11113,0.30475
4,test,0.1125,0.9632,0.06837,0.08533,0.10607,0.28198
5,train,0.0775,0.9749,0.06764,0.08664,0.11096,0.30439
5,test,0.0951,0.9703,0.06951,0.08488,0.10762,0.30446
6,train,0.0705,0.9766,0.06783,0.08634,0.10650,0.29538
6,test,0.0967,0.9691,0.06695,0.08254,0.10495,0.29358
7,train,0.0608,0.9795,0.06796,0.08483,0.10667,0.29348
7,test,0.0954,0.9699,0.06772,0.08580,0.10878,0.29602
8,train,0.0532,0.9820,0.06814,0.08401,0.10647,0.29364
8,test,0.1110,0.9666,0.06998,0.08423,0.10679,0.29225
9,train,0.0452,0.9845,0.06834,0.08500,0.10630,0.29545
9,test,0.0980,0.9711,0.06994,0.08440,0.10718,0.29998
10,train,0.0444,0.9846,0.06816,0.08436,0.10633,0.28569
10,test,0.1052,0.9685,0.06938,0.08075,0.10299,0.26165
