epoch,split,loss,accuracy,c1,c2,c3,fc
1,train,2.2357,0.3281,0.03446,0.05039,0.05863,0.07301
1,test,1.4299,0.4659,0.03777,0.05084,0.05200,0.05844
2,train,1.2032,0.5537,0.03301,0.04448,0.04786,0.06626
2,test,1.0770,0.5455,0.03792,0.05211,0.05735,0.08899
3,train,0.8711,0.6426,0.03320,0.04734,0.05502,0.09972
3,test,1.0165,0.6136,0.03861,0.05642,0.06668,0.12046
4,train,0.7193,0.6982,0.03376,0.05010,0.05999,0.11993
4,test,0.8710,0.6174,0.03923,0.05854,0.06892,0.12962
5,train,0.6071,0.7334,0.03417,0.05141,0.06055,0.12292
5,test,0.8781,0.6439,0.03935,0.05951,0.06836,0.12513
6,train,0.5122,0.7793,0.03444,0.05279,0.06144,0.12346
6,test,0.8555,0.6477,0.03974,0.06155,0.07070,0.13175
7,train,0.4320,0.8154,0.03461,0.05439,0.06461,0.13374
7,test,0.8592,0.6515,0.03999,0.06378,0.07520,0.14145
8,train,0.3852,0.8398,0.03501,0.05671,0.06852,0.14414
8,test,0.9020,0.6515,0.04052,0.06661,0.08008,0.15636
9,train,0.3481,0.8584,0.03528,0.05852,0.07151,0.15492
9,test,0.9096,0.6629,0.04087,0.06794,0.08102,0.15717
10,train,0.2902,0.8789,0.03556,0.05935,0.07177,0.15241
10,test,0.8807,0.6742,0.04121,0.06884,0.08138,0.15508
11,train,0.2221,0.9277,0.03596,0.06081,0.07364,0.15746
11,test,0.9248,0.6856,0.04169,0.07134,0.08519,0.16609
12,train,0.1798,0.9521,0.03651,0.06342,0.07868,0.17138
12,test,0.9647,0.6477,0.04212,0.07404,0.09218,0.18341
13,train,0.1653,0.9482,0.03688,0.06549,0.08406,0.18610
13,test,0.9991,0.6742,0.04249,0.07560,0.09490,0.18910
14,train,0.1326,0.9727,0.03729,0.06669,0.08515,0.18789
14,test,1.0288,0.6818,0.04306,0.07718,0.09588,0.19399
15,train,0.1023,0.9834,0.03790,0.06828,0.08680,0.19175
15,test,1.0464,0.6818,0.04352,0.07866,0.09835,0.19990
16,train,0.0752,0.9922,0.03809,0.06922,0.08882,0.19892
16,test,1.0987,0.6856,0.04394,0.08022,0.10151,0.20817
17,train,0.0717,0.9873,0.03836,0.07052,0.09168,0.20661
17,test,1.1417,0.6970,0.04439,0.08167,0.10392,0.20924
18,train,0.0484,0.9951,0.03877,0.07162,0.09283,0.20516
18,test,1.1117,0.7008,0.04469,0.08287,0.10555,0.21256
19,train,0.0535,0.9893,0.03865,0.07189,0.09361,0.20899
19,test,1.1715,0.6894,0.04458,0.08274,0.10507,0.21128
20,train,0.0507,0.9912,0.03883,0.07199,0.09267,0.20610
20,test,1.2768,0.6515,0.04480,0.08284,0.10380,0.21190
21,train,0.0727,0.9766,0.03885,0.07173,0.09153,0.20497
21,test,1.0919,0.6818,0.04456,0.08134,0.09967,0.19785
22,train,0.0625,0.9844,0.03882,0.07054,0.08773,0.19266
22,test,1.3223,0.6780,0.04463,0.08035,0.09688,0.19285
23,train,0.0625,0.9834,0.03917,0.07058,0.08533,0.18853
23,test,1.1401,0.6705,0.04452,0.07969,0.09337,0.18989
24,train,0.0317,0.9951,0.03887,0.06995,0.08457,0.19155
24,test,1.2072,0.6856,0.04460,0.08031,0.09557,0.20268
25,train,0.0227,0.9980,0.03862,0.07013,0.08689,0.20226
25,test,1.2196,0.7045,0.04449,0.08109,0.09890,0.21019
26,train,0.0190,0.9980,0.03869,0.07098,0.08892,0.20837
26,test,1.2734,0.6591,0.04472,0.08188,0.10052,0.21320
27,train,0.0124,1.0000,0.03916,0.07215,0.09106,0.21276
27,test,1.2929,0.6818,0.04502,0.08298,0.10300,0.22105
28,train,0.0110,1.0000,0.03922,0.07266,0.09305,0.21950
28,test,1.2945,0.6894,0.04513,0.08357,0.10537,0.22492
29,train,0.0090,1.0000,0.03931,0.07324,0.09478,0.22337
29,test,1.2978,0.7083,0.04527,0.08447,0.10725,0.23051
30,train,0.0079,1.0000,0.03949,0.07400,0.09620,0.22684
30,test,1.2947,0.7008,0.04538,0.08499,0.10830,0.23131
