epoch,split,loss,accuracy,c1,c2,c3,fc
1,train,2.2213,0.2139,0.04994,0.05951,0.05329,0.05900
1,test,1.8345,0.3561,0.05685,0.05736,0.04695,0.07947
2,train,1.6186,0.4033,0.04535,0.04372,0.04466,0.10790
2,test,1.2887,0.5417,0.05323,0.05361,0.07091,0.20706
3,train,1.1405,0.5879,0.04388,0.04381,0.06283,0.21833
3,test,1.0126,0.5833,0.05293,0.05381,0.07892,0.26169
4,train,0.9433,0.6465,0.04369,0.04132,0.05860,0.22972
4,test,0.9371,0.6174,0.05310,0.05101,0.06879,0.25361
5,train,0.8126,0.6602,0.04381,0.04060,0.05454,0.23457
5,test,0.8678,0.6326,0.05298,0.05221,0.06807,0.27069
6,train,0.7137,0.7129,0.04401,0.04225,0.05376,0.24815
6,test,0.8831,0.6326,0.05292,0.05373,0.06682,0.28653
7,train,0.6344,0.7363,0.04380,0.04301,0.05261,0.25756
7,test,0.8789,0.6250,0.05321,0.05556,0.06589,0.29235
8,train,0.5845,0.7539,0.04403,0.04453,0.05149,0.26175
8,test,0.8493,0.6061,0.05318,0.05574,0.06204,0.28613
9,train,0.5192,0.7891,0.04396,0.04472,0.04909,0.25871
9,test,0.8889,0.6136,0.05328,0.05631,0.06157,0.29145
10,train,0.4629,0.8076,0.04412,0.04555,0.05010,0.27041
10,test,0.8971,0.6402,0.05331,0.05658,0.06141,0.29905
11,train,0.4186,0.8301,0.04408,0.04522,0.04895,0.26953
11,test,0.8908,0.6288,0.05346,0.05612,0.05916,0.29590
12,train,0.3604,0.8887,0.04324,0.04407,0.04799,0.26904
12,test,0.9232,0.6326,0.05094,0.05350,0.05990,0.30019
13,train,0.3208,0.9053,0.04328,0.04431,0.04924,0.28410
13,test,0.9598,0.6288,0.05112,0.05500,0.05972,0.31410
14,train,0.2780,0.9170,0.04293,0.04531,0.04870,0.28346
14,test,0.9618,0.6250,0.05106,0.05529,0.05851,0.30808
15,train,0.2245,0.9609,0.04297,0.04578,0.04839,0.29084
15,test,0.9953,0.6591,0.05125,0.05552,0.05792,0.31677
16,train,0.1890,0.9766,0.04296,0.04563,0.04819,0.29594
16,test,1.0058,0.6477,0.05131,0.05539,0.05745,0.31880
17,train,0.1645,0.9707,0.04310,0.04513,0.04726,0.29583
17,test,1.0457,0.6439,0.05374,0.05284,0.05496,0.31570
18,train,0.1333,0.9854,0.04381,0.04478,0.04688,0.29956
18,test,1.0211,0.6780,0.05125,0.05539,0.05658,0.32687
19,train,0.1033,0.9883,0.04265,0.04525,0.04736,0.30697
19,test,1.1476,0.6553,0.05347,0.05185,0.05405,0.32791
20,train,0.0916,0.9893,0.04295,0.04510,0.04645,0.30708
20,test,1.1944,0.6364,0.05086,0.05502,0.05394,0.32799
21,train,0.0678,0.9951,0.04269,0.04519,0.04579,0.30847
21,test,1.1644,0.6553,0.05351,0.05145,0.05187,0.32872
22,train,0.0539,1.0000,0.04343,0.04415,0.04548,0.31233
22,test,1.1666,0.6174,0.05096,0.05385,0.05361,0.33426
23,train,0.0457,0.9990,0.04328,0.04441,0.04568,0.31658
23,test,1.2032,0.6250,0.05071,0.05364,0.05298,0.33938
24,train,0.0408,1.0000,0.04292,0.04383,0.04490,0.31554
24,test,1.2363,0.6288,0.05050,0.05309,0.05241,0.33821
25,train,0.0338,0.9990,0.04232,0.04342,0.04440,0.31609
25,test,1.2174,0.6364,0.05044,0.05262,0.05210,0.33758
26,train,0.0251,1.0000,0.04208,0.04355,0.04432,0.31831
26,test,1.2191,0.6364,0.05033,0.05259,0.05187,0.33889
27,train,0.0227,1.0000,0.04283,0.04275,0.04372,0.31743
27,test,1.2313,0.6136,0.05020,0.05225,0.05110,0.33592
28,train,0.0215,1.0000,0.04232,0.04264,0.04335,0.31708
28,test,1.2504,0.6402,0.05251,0.04887,0.04950,0.33728
29,train,0.0178,1.0000,0.04245,0.04237,0.04356,0.32383
29,test,1.2760,0.6439,0.04989,0.05156,0.05135,0.34808
30,train,0.0153,1.0000,0.04196,0.04249,0.04368,0.32781
30,test,1.2946,0.6439,0.04987,0.05055,0.04969,0.34391
