epoch,split,loss,accuracy,c1,c2,c3,fc
1,train,2.0063,0.3203,0.06960,0.07320,0.08698,0.13221
1,test,1.4915,0.4432,0.09487,0.09521,0.11817,0.20238
2,train,1.3367,0.5352,0.07530,0.07671,0.09367,0.20393
2,test,1.1420,0.5530,0.09687,0.09587,0.11455,0.27063
3,train,1.0314,0.6006,0.07846,0.07850,0.09018,0.25200
3,test,0.9853,0.5720,0.09967,0.09802,0.10851,0.29905
4,train,0.8552,0.6436,0.07828,0.08116,0.08849,0.28378
4,test,0.9303,0.5606,0.09770,0.09944,0.10796,0.32679
5,train,0.7306,0.7109,0.07733,0.08041,0.08471,0.29946
5,test,0.8773,0.6023,0.09768,0.09951,0.10412,0.33091
6,train,0.6491,0.7344,0.07786,0.08204,0.08433,0.31213
6,test,0.8583,0.6023,0.10065,0.10271,0.10272,0.33963
7,train,0.5955,0.7422,0.07942,0.08220,0.08110,0.30686
7,test,0.8895,0.6288,0.10097,0.10148,0.09992,0.32628
8,train,0.5392,0.7549,0.07975,0.08214,0.08206,0.30794
8,test,0.8417,0.6174,0.10113,0.10290,0.10502,0.34084
9,train,0.4613,0.8242,0.07955,0.08225,0.08453,0.31897
9,test,0.8820,0.5985,0.10132,0.10187,0.10316,0.34524
10,train,0.4134,0.8545,0.07984,0.08267,0.08271,0.31909
10,test,0.9241,0.6023,0.10185,0.10348,0.10215,0.35366
11,train,0.3955,0.8389,0.08063,0.08287,0.08299,0.32839
11,test,0.8883,0.5871,0.10190,0.10143,0.10095,0.34902
12,train,0.3566,0.8672,0.07962,0.08024,0.08082,0.32221
12,test,0.9573,0.6136,0.10185,0.10168,0.10148,0.35428
13,train,0.3139,0.8887,0.08055,0.08162,0.08250,0.33259
13,test,0.9020,0.6326,0.09926,0.10183,0.10108,0.35818
14,train,0.2845,0.9053,0.07997,0.08245,0.08268,0.33987
14,test,0.9017,0.6515,0.09913,0.10226,0.10111,0.35701
15,train,0.2595,0.9355,0.07927,0.08187,0.08226,0.33900
15,test,1.0082,0.6288,0.10192,0.09894,0.09962,0.36512
16,train,0.2179,0.9463,0.07960,0.08140,0.08219,0.33977
16,test,0.9354,0.6439,0.10196,0.09939,0.10094,0.36534
17,train,0.1784,0.9678,0.08030,0.08180,0.08339,0.34867
17,test,0.9345,0.6629,0.09973,0.10264,0.10070,0.36592
18,train,0.1545,0.9746,0.08047,0.08153,0.08208,0.34370
18,test,1.0416,0.6364,0.10232,0.09914,0.10022,0.37570
19,train,0.1416,0.9727,0.08041,0.08189,0.08341,0.35777
19,test,1.0429,0.6402,0.10243,0.09896,0.09902,0.37615
20,train,0.1165,0.9795,0.08110,0.08161,0.08195,0.35736
20,test,0.9970,0.6402,0.10236,0.09994,0.09851,0.37748
21,train,0.0932,0.9893,0.08034,0.08185,0.08189,0.35602
21,test,1.1344,0.6250,0.10230,0.09903,0.09991,0.38016
22,train,0.0853,0.9912,0.08115,0.08088,0.08281,0.36276
22,test,1.0970,0.6326,0.10234,0.09940,0.09886,0.38232
23,train,0.0709,0.9893,0.08084,0.08141,0.08129,0.36001
23,test,1.0900,0.6439,0.09973,0.10120,0.09781,0.37847
24,train,0.0619,0.9941,0.07971,0.08191,0.08268,0.36874
24,test,1.1453,0.6477,0.10240,0.09863,0.09871,0.38584
25,train,0.0601,0.9922,0.08124,0.08038,0.08133,0.36320
25,test,1.1192,0.6402,0.10255,0.09899,0.09666,0.38156
26,train,0.0516,0.9932,0.08049,0.08169,0.08090,0.36174
26,test,1.2493,0.6326,0.10281,0.10031,0.09884,0.39118
27,train,0.0467,0.9980,0.08040,0.08203,0.08122,0.36184
27,test,1.2011,0.6364,0.10255,0.09729,0.09667,0.38099
28,train,0.0354,0.9990,0.08107,0.07984,0.08162,0.36951
28,test,1.1997,0.6326,0.10260,0.09823,0.09963,0.39782
29,train,0.0271,0.9990,0.08015,0.08203,0.08267,0.37401
29,test,1.2480,0.6402,0.10011,0.10018,0.09689,0.39090
30,train,0.0219,1.0000,0.07943,0.08089,0.08046,0.36950
30,test,1.2261,0.6326,0.10262,0.09709,0.09591,0.38710
