epoch,split,loss,accuracy,c1,c2,c3,fc
1,train,2.0073,0.2656,0.13168,0.11249,0.17524,0.21602
1,test,1.4135,0.4773,0.17703,0.20028,0.36884,0.35998
2,train,1.4453,0.4580,0.15105,0.19398,0.35417,0.35287
2,test,1.3247,0.4659,0.20920,0.29102,0.43919,0.38398
3,train,1.3179,0.4785,0.17011,0.25906,0.34963,0.35828
3,test,1.2083,0.5303,0.23017,0.36653,0.38871,0.36875
4,train,1.2217,0.5195,0.18933,0.30900,0.30155,0.35238
4,test,1.1325,0.5189,0.25784,0.39262,0.34513,0.37438
5,train,1.1314,0.5527,0.20508,0.31360,0.29450,0.35349
5,test,1.1672,0.4886,0.27043,0.38306,0.36297,0.38405
6,train,1.0680,0.5732,0.21411,0.30899,0.30263,0.35464
6,test,1.0735,0.5682,0.28159,0.37943,0.35874,0.36394
7,train,0.9920,0.6133,0.22199,0.30619,0.29726,0.35048
7,test,1.1282,0.5606,0.28955,0.37747,0.35996,0.37668
8,train,0.9110,0.6387,0.22568,0.30347,0.29301,0.35444
8,test,0.9736,0.5909,0.29380,0.37773,0.35874,0.38566
9,train,0.8648,0.6289,0.23193,0.30649,0.30229,0.36274
9,test,1.0237,0.5492,0.30394,0.37855,0.36108,0.39202
10,train,0.8093,0.6719,0.23815,0.30425,0.29495,0.37161
10,test,0.9881,0.5720,0.31422,0.37517,0.35300,0.39367
11,train,0.7367,0.7012,0.24503,0.30137,0.29329,0.37304
11,test,0.9607,0.6023,0.31833,0.37509,0.35954,0.38795
12,train,0.7220,0.7002,0.25200,0.30317,0.29807,0.36944
12,test,0.9967,0.5947,0.32759,0.37285,0.35357,0.38451
13,train,0.6852,0.7139,0.25815,0.30141,0.29527,0.36963
13,test,1.0089,0.5568,0.33667,0.37522,0.36279,0.40521
14,train,0.6663,0.7090,0.26246,0.30348,0.30058,0.37890
14,test,0.9306,0.6174,0.33898,0.37206,0.35006,0.39012
15,train,0.6114,0.7529,0.26455,0.30048,0.29220,0.37713
15,test,0.9893,0.5720,0.34093,0.37163,0.35391,0.39175
16,train,0.5912,0.7598,0.26522,0.30320,0.30174,0.37886
16,test,0.9879,0.6136,0.34273,0.37527,0.35934,0.39632
17,train,0.5516,0.7734,0.26716,0.30061,0.29504,0.38006
17,test,0.9461,0.6061,0.34402,0.37014,0.35629,0.39968
18,train,0.5210,0.7900,0.26769,0.29867,0.29767,0.37974
18,test,0.9733,0.6212,0.34529,0.37140,0.36229,0.40121
19,train,0.4769,0.8223,0.26706,0.29928,0.29899,0.38346
19,test,0.9572,0.6402,0.34649,0.37411,0.35740,0.40099
20,train,0.4497,0.8164,0.27049,0.30372,0.29847,0.38322
20,test,0.9239,0.6364,0.34775,0.37519,0.36208,0.41072
21,train,0.4278,0.8428,0.27150,0.30140,0.29954,0.39298
21,test,0.9654,0.6288,0.34868,0.36769,0.35378,0.39858
22,train,0.4007,0.8467,0.27059,0.29802,0.29675,0.37593
22,test,0.9868,0.6288,0.34967,0.37042,0.35823,0.38858
23,train,0.4085,0.8467,0.27394,0.30127,0.29961,0.38338
23,test,1.0143,0.5947,0.35054,0.37084,0.35400,0.39808
24,train,0.3677,0.8652,0.27498,0.30000,0.29709,0.38374
24,test,0.9941,0.6326,0.35132,0.37008,0.36080,0.39189
25,train,0.3572,0.8730,0.27389,0.30206,0.30412,0.37716
25,test,0.9731,0.6477,0.35223,0.37343,0.35560,0.38675
26,train,0.3297,0.8984,0.27614,0.30175,0.29661,0.38585
26,test,1.0090,0.6364,0.35314,0.36759,0.35150,0.39826
27,train,0.3329,0.8613,0.27664,0.29888,0.29904,0.38436
27,test,0.9616,0.6402,0.35398,0.36984,0.36385,0.39802
28,train,0.3464,0.8672,0.27666,0.30074,0.30172,0.37613
28,test,0.9611,0.6402,0.35470,0.37035,0.35294,0.39163
29,train,0.3114,0.8965,0.27935,0.29986,0.29311,0.38290
29,test,1.0068,0.6364,0.35526,0.36868,0.35999,0.40251
30,train,0.2922,0.9014,0.27853,0.30085,0.30614,0.38815
30,test,1.0248,0.6364,0.35593,0.36962,0.35776,0.39462
