epoch,split,loss,accuracy,c1,c2,c3,fc
1,train,1.9981,0.2852,0.06974,0.09350,0.15024,0.19349
1,test,1.5234,0.4053,0.09405,0.16230,0.33430,0.34321
2,train,1.4763,0.4463,0.08020,0.15878,0.33881,0.34020
2,test,1.3512,0.4924,0.11171,0.24389,0.46227,0.34765
3,train,1.3068,0.4736,0.09588,0.22209,0.37205,0.33842
3,test,1.2390,0.5189,0.13329,0.31708,0.40465,0.34364
4,train,1.2270,0.5137,0.11327,0.27073,0.30970,0.32888
4,test,1.1918,0.4811,0.15483,0.36243,0.34149,0.33052
5,train,1.1093,0.5605,0.12640,0.29849,0.28253,0.31472
5,test,1.1983,0.5152,0.17103,0.38418,0.35080,0.32741
6,train,1.0893,0.5723,0.13872,0.30926,0.30048,0.32847
6,test,1.2259,0.5189,0.18553,0.38261,0.36606,0.34140
7,train,1.0522,0.5840,0.14642,0.30654,0.29985,0.32861
7,test,1.0881,0.5606,0.19741,0.38221,0.35445,0.32697
8,train,0.9710,0.5889,0.15858,0.30560,0.29300,0.31960
8,test,1.0926,0.5417,0.21394,0.37831,0.35067,0.32315
9,train,0.9048,0.6260,0.17389,0.30218,0.29269,0.32286
9,test,1.0041,0.5682,0.24033,0.37627,0.35731,0.33812
10,train,0.8533,0.6416,0.19397,0.30357,0.29865,0.32842
10,test,0.9879,0.5985,0.26779,0.37957,0.35579,0.32202
11,train,0.8615,0.6523,0.21390,0.30202,0.29877,0.32531
11,test,1.0355,0.6098,0.28557,0.36986,0.35625,0.33663
12,train,0.8120,0.6611,0.22032,0.29454,0.29077,0.33008
12,test,1.0361,0.5606,0.29169,0.37937,0.35724,0.33731
13,train,0.7765,0.6572,0.22926,0.30634,0.29716,0.32941
13,test,1.0080,0.6136,0.30287,0.37963,0.35416,0.33424
14,train,0.7014,0.7031,0.23996,0.30260,0.29190,0.33293
14,test,0.9634,0.5758,0.31765,0.37699,0.35927,0.34278
15,train,0.6951,0.7080,0.24933,0.30523,0.29957,0.33879
15,test,0.9995,0.5909,0.32894,0.37966,0.35505,0.34203
16,train,0.6690,0.7266,0.25758,0.30054,0.29309,0.32944
16,test,0.9576,0.6364,0.33599,0.37034,0.35611,0.33500
17,train,0.6227,0.7324,0.26018,0.29889,0.29702,0.32731
17,test,1.0328,0.5871,0.33860,0.37675,0.35896,0.33382
18,train,0.6168,0.7402,0.26413,0.30078,0.29511,0.32768
18,test,0.9656,0.6402,0.34039,0.37416,0.35513,0.33469
19,train,0.5903,0.7656,0.26532,0.29968,0.29543,0.33351
19,test,0.9389,0.5871,0.34188,0.37371,0.35655,0.33998
20,train,0.5678,0.7559,0.26601,0.30084,0.29740,0.34082
20,test,1.0007,0.5909,0.34319,0.37735,0.36187,0.34552
21,train,0.5335,0.7793,0.26689,0.30225,0.29811,0.33360
21,test,0.9824,0.5682,0.34433,0.37349,0.35698,0.33904
22,train,0.5271,0.7764,0.26850,0.30104,0.29790,0.33881
22,test,0.9216,0.6477,0.34540,0.37195,0.35218,0.34096
23,train,0.4798,0.7988,0.26934,0.29744,0.29421,0.33350
23,test,0.9777,0.6212,0.34630,0.37158,0.36005,0.33741
24,train,0.4379,0.8213,0.26800,0.30171,0.30301,0.33436
24,test,0.9496,0.6402,0.34727,0.37569,0.35455,0.34333
25,train,0.4453,0.8135,0.27091,0.30253,0.29437,0.34529
25,test,0.9492,0.6402,0.34819,0.37286,0.35189,0.35509
26,train,0.4218,0.8262,0.27149,0.30304,0.30234,0.34543
26,test,0.9553,0.6402,0.34910,0.37405,0.35774,0.34373
27,train,0.3962,0.8486,0.27247,0.29786,0.29403,0.33781
27,test,0.9355,0.6553,0.34985,0.36826,0.35167,0.35252
28,train,0.3833,0.8516,0.27231,0.29878,0.30043,0.35128
28,test,0.9488,0.6326,0.35077,0.37679,0.36686,0.35679
29,train,0.3895,0.8271,0.27513,0.30582,0.30144,0.34392
29,test,0.9719,0.6515,0.35161,0.37272,0.34586,0.34146
30,train,0.3473,0.8564,0.27392,0.30007,0.29661,0.34266
30,test,0.9720,0.6591,0.35229,0.37057,0.35733,0.35176
