epoch,split,loss,accuracy,c1,c2,c3,fc
1,train,2.0119,0.3232,0.06578,0.06817,0.08510,0.13041
1,test,1.5050,0.4508,0.08284,0.08658,0.12804,0.20793
2,train,1.3310,0.5342,0.06503,0.06899,0.11066,0.21726
2,test,1.1187,0.5530,0.08183,0.08741,0.15198,0.28949
3,train,1.0159,0.5908,0.06501,0.07009,0.12505,0.27344
3,test,0.9489,0.5795,0.08098,0.08740,0.15993,0.31455
4,train,0.8495,0.6357,0.06464,0.07100,0.13143,0.29690
4,test,0.9243,0.5833,0.08065,0.08821,0.16263,0.32544
5,train,0.7524,0.6680,0.06390,0.07144,0.13281,0.30404
5,test,0.8924,0.6023,0.08043,0.08911,0.16545,0.33108
6,train,0.6791,0.7227,0.06369,0.07233,0.13529,0.31586
6,test,0.8759,0.5947,0.07784,0.09155,0.16806,0.34402
7,train,0.6274,0.7217,0.06219,0.07217,0.13322,0.31532
7,test,0.9553,0.6061,0.08040,0.08766,0.16285,0.32983
8,train,0.5846,0.7354,0.06360,0.07128,0.13022,0.30242
8,test,0.8294,0.6288,0.07811,0.09335,0.16194,0.33237
9,train,0.4963,0.7969,0.06211,0.07583,0.13280,0.31528
9,test,0.9239,0.5871,0.07836,0.09703,0.16950,0.34922
10,train,0.4542,0.8086,0.06255,0.07910,0.13946,0.33642
10,test,0.8413,0.6174,0.07881,0.10133,0.17422,0.36341
11,train,0.4208,0.8232,0.06298,0.08124,0.14135,0.33598
11,test,0.8799,0.6212,0.08143,0.09986,0.17205,0.35052
12,train,0.4013,0.8320,0.06408,0.07935,0.13746,0.32538
12,test,0.9645,0.5985,0.08151,0.09927,0.16833,0.34481
13,train,0.3536,0.8672,0.06496,0.07992,0.13579,0.32382
13,test,0.8995,0.6326,0.08180,0.10047,0.16896,0.35401
14,train,0.3201,0.8818,0.06546,0.08200,0.13965,0.33863
14,test,0.8811,0.6780,0.08207,0.10101,0.17222,0.35919
15,train,0.2985,0.8975,0.06527,0.08270,0.14114,0.34116
15,test,0.9872,0.5909,0.08239,0.10338,0.17404,0.36437
16,train,0.2648,0.9121,0.06551,0.08262,0.13997,0.34076
16,test,0.9737,0.6364,0.08253,0.10378,0.17037,0.35855
17,train,0.2282,0.9512,0.06552,0.08467,0.14066,0.34516
17,test,0.9783,0.6439,0.08267,0.10594,0.17390,0.37007
18,train,0.2011,0.9580,0.06609,0.08647,0.14404,0.35038
18,test,0.9882,0.6402,0.08296,0.10848,0.17734,0.37348
19,train,0.1910,0.9424,0.06627,0.08847,0.14626,0.35302
19,test,1.0656,0.6212,0.08320,0.11099,0.18008,0.37543
20,train,0.1683,0.9570,0.06649,0.08992,0.14858,0.35422
20,test,0.9909,0.6212,0.08365,0.10932,0.17762,0.36522
21,train,0.1498,0.9707,0.06679,0.08939,0.14754,0.35162
21,test,1.0927,0.6439,0.08394,0.11002,0.17980,0.37257
22,train,0.1338,0.9756,0.06691,0.08863,0.14666,0.35386
22,test,1.0402,0.6326,0.08375,0.10873,0.17810,0.37351
23,train,0.1130,0.9834,0.06685,0.08905,0.14697,0.35566
23,test,1.0807,0.6553,0.08365,0.10839,0.17807,0.37483
24,train,0.0935,0.9854,0.06648,0.08871,0.14839,0.36327
24,test,1.1224,0.6326,0.08388,0.10872,0.18052,0.37989
25,train,0.0883,0.9854,0.06702,0.09040,0.14978,0.36209
25,test,1.1137,0.6553,0.08396,0.11206,0.18186,0.37817
26,train,0.0671,0.9941,0.06708,0.09194,0.15073,0.36366
26,test,1.0783,0.6515,0.08409,0.11283,0.18196,0.38263
27,train,0.0593,0.9941,0.06723,0.09239,0.15095,0.36594
27,test,1.1239,0.6402,0.08416,0.11320,0.18249,0.38224
28,train,0.0488,0.9980,0.06719,0.09261,0.15146,0.36582
28,test,1.1380,0.6364,0.08444,0.11366,0.18283,0.38049
29,train,0.0412,0.9990,0.06778,0.09323,0.15211,0.36506
29,test,1.1439,0.6250,0.08456,0.11430,0.18316,0.38019
30,train,0.0405,0.9980,0.06744,0.09302,0.15110,0.36585
30,test,1.1674,0.6326,0.08461,0.11467,0.18299,0.38647
