epoch,split,loss,accuracy,c1,c2,c3,fc
1,train,2.5689,0.2666,0.08697,0.05457,0.06098,0.08759
1,test,1.5700,0.4091,0.10307,0.05720,0.05581,0.07367
2,train,1.2761,0.5439,0.08484,0.04782,0.04853,0.06821
2,test,1.0934,0.5606,0.10252,0.05770,0.06043,0.09562
3,train,0.9236,0.6182,0.08443,0.04943,0.05606,0.10139
3,test,1.0017,0.6098,0.10298,0.06008,0.06876,0.12572
4,train,0.7205,0.6943,0.08617,0.05185,0.06122,0.12043
4,test,0.9601,0.6439,0.10388,0.06212,0.07162,0.13527
5,train,0.5997,0.7451,0.08631,0.05336,0.06357,0.12724
5,test,0.9115,0.6288,0.10445,0.06383,0.07362,0.13835
6,train,0.5091,0.7891,0.08675,0.05518,0.06635,0.13326
6,test,0.9177,0.6477,0.10491,0.06653,0.07779,0.14637
7,train,0.4273,0.8271,0.08717,0.05738,0.06933,0.14118
7,test,0.8829,0.6705,0.10517,0.06929,0.08201,0.15860
8,train,0.3429,0.8730,0.08687,0.05891,0.07336,0.15292
8,test,0.9142,0.6629,0.10521,0.07063,0.08668,0.16790
9,train,0.2850,0.9014,0.08760,0.06036,0.07715,0.16248
9,test,0.9298,0.6629,0.10549,0.07200,0.08976,0.17564
10,train,0.2539,0.9121,0.08717,0.06068,0.07897,0.16876
10,test,0.9297,0.6439,0.10521,0.07119,0.08995,0.17919
11,train,0.2036,0.9395,0.08712,0.06088,0.07994,0.17289
11,test,0.8586,0.6629,0.10559,0.07218,0.09097,0.18140
12,train,0.1822,0.9443,0.08807,0.06183,0.08164,0.17762
12,test,0.9881,0.6932,0.10582,0.07338,0.09532,0.19127
13,train,0.1617,0.9434,0.08769,0.06219,0.08352,0.18239
13,test,1.0417,0.6780,0.10609,0.07390,0.09580,0.19264
14,train,0.1372,0.9580,0.08779,0.06268,0.08379,0.18294
14,test,0.9222,0.6780,0.10604,0.07426,0.09571,0.19245
15,train,0.1057,0.9785,0.08806,0.06417,0.08656,0.19305
15,test,0.9763,0.6742,0.10634,0.07543,0.09855,0.20165
16,train,0.0980,0.9766,0.08772,0.06370,0.08682,0.19406
16,test,1.1548,0.6629,0.10650,0.07562,0.09943,0.20453
17,train,0.0742,0.9893,0.08798,0.06440,0.08737,0.19518
17,test,0.9399,0.6742,0.10648,0.07625,0.09863,0.19928
18,train,0.0579,0.9902,0.08826,0.06560,0.08881,0.19821
18,test,1.0149,0.7083,0.10688,0.07878,0.10327,0.21225
19,train,0.0423,0.9980,0.08784,0.06684,0.09141,0.20534
19,test,1.0087,0.6818,0.10704,0.07946,0.10461,0.21421
20,train,0.0438,0.9941,0.08856,0.06767,0.09309,0.20870
20,test,1.1695,0.6856,0.10702,0.08018,0.10665,0.21943
21,train,0.0311,0.9990,0.08869,0.06826,0.09426,0.21232
21,test,1.0160,0.7008,0.10683,0.08002,0.10587,0.21674
22,train,0.0228,1.0000,0.08790,0.06791,0.09384,0.21190
22,test,1.0607,0.6970,0.10700,0.08081,0.10741,0.22327
23,train,0.0179,1.0000,0.08883,0.06912,0.09581,0.21921
23,test,1.0808,0.7045,0.10716,0.08132,0.10936,0.22837
24,train,0.0135,1.0000,0.08902,0.06950,0.09706,0.22362
24,test,1.1002,0.7008,0.10723,0.08159,0.11096,0.23246
25,train,0.0117,1.0000,0.08867,0.06972,0.09859,0.22892
25,test,1.1372,0.6970,0.10737,0.08258,0.11295,0.23890
26,train,0.0097,1.0000,0.08919,0.07069,0.10043,0.23334
26,test,1.1090,0.7121,0.10754,0.08307,0.11403,0.23963
27,train,0.0083,1.0000,0.08913,0.07078,0.10099,0.23355
27,test,1.1479,0.6856,0.10767,0.08317,0.11489,0.24061
28,train,0.0069,1.0000,0.08920,0.07095,0.10177,0.23575
28,test,1.1722,0.7008,0.10779,0.08358,0.11584,0.24345
29,train,0.0069,1.0000,0.08999,0.07169,0.10290,0.23766
29,test,1.1940,0.6894,0.10790,0.08384,0.11640,0.24423
30,train,0.0060,1.0000,0.08953,0.07164,0.10295,0.23800
30,test,1.1672,0.7008,0.10810,0.08427,0.11718,0.24514
