epoch,split,loss,accuracy,c1,c2,c3,fc
1,train,2.0306,0.3242,0.05133,0.09469,0.15060,0.16109
1,test,1.3286,0.4735,0.06897,0.15448,0.29458,0.24921
2,train,1.2997,0.4902,0.06185,0.15408,0.30388,0.25919
2,test,1.1961,0.4811,0.08291,0.23314,0.41958,0.29213
3,train,1.1454,0.5557,0.07230,0.20990,0.35255,0.28195
3,test,1.1321,0.5227,0.09741,0.29657,0.41404,0.29705
4,train,1.0097,0.5918,0.08427,0.25406,0.32437,0.28159
4,test,1.0699,0.5455,0.11304,0.34228,0.36032,0.29638
5,train,0.9531,0.5928,0.09629,0.28306,0.29093,0.29425
5,test,1.0228,0.5606,0.12825,0.36586,0.34370,0.31349
6,train,0.8644,0.6387,0.10840,0.29710,0.29210,0.30406
6,test,1.0241,0.5606,0.14240,0.37424,0.36148,0.31348
7,train,0.8072,0.6553,0.11825,0.30027,0.29930,0.29683
7,test,0.9602,0.5985,0.15841,0.37809,0.35865,0.29985
8,train,0.7421,0.6768,0.13188,0.30243,0.29570,0.29342
8,test,0.9292,0.5758,0.17780,0.37651,0.35573,0.30370
9,train,0.7125,0.6797,0.14774,0.30112,0.29570,0.29519
9,test,0.9493,0.6023,0.20086,0.37703,0.35779,0.30290
10,train,0.6496,0.7100,0.16702,0.30287,0.29997,0.29733
10,test,0.8726,0.6288,0.22535,0.37923,0.35833,0.30621
11,train,0.6237,0.7373,0.18300,0.30352,0.29517,0.29651
11,test,0.9717,0.6250,0.24356,0.38121,0.35935,0.30477
12,train,0.5692,0.7402,0.19440,0.30706,0.30092,0.29637
12,test,0.9381,0.6477,0.25182,0.38065,0.35931,0.30563
13,train,0.5564,0.7480,0.19906,0.30552,0.29766,0.29838
13,test,0.9763,0.6098,0.25684,0.37832,0.35451,0.30806
14,train,0.5171,0.7725,0.20202,0.30430,0.29443,0.29297
14,test,0.9247,0.6250,0.26048,0.37930,0.36106,0.30158
15,train,0.5117,0.7725,0.20499,0.30565,0.30317,0.29599
15,test,1.0029,0.6136,0.26356,0.37483,0.35232,0.30455
16,train,0.4717,0.7930,0.20597,0.30191,0.29564,0.29674
16,test,1.0119,0.6098,0.26637,0.37501,0.35541,0.30994
17,train,0.4543,0.7920,0.20672,0.30133,0.29955,0.30058
17,test,0.9274,0.6515,0.26859,0.37536,0.35761,0.31059
18,train,0.4358,0.8115,0.20977,0.30127,0.29585,0.30314
18,test,0.9950,0.6288,0.27083,0.37534,0.35597,0.31261
19,train,0.4076,0.8232,0.20918,0.30002,0.29660,0.29937
19,test,1.0280,0.6250,0.27292,0.37776,0.36151,0.30935
20,train,0.3849,0.8271,0.21203,0.30219,0.30094,0.30034
20,test,0.9455,0.6477,0.27510,0.37541,0.35933,0.30758
21,train,0.3688,0.8359,0.21310,0.30048,0.29858,0.29876
21,test,0.9596,0.6439,0.27939,0.37563,0.35896,0.30539
22,train,0.3521,0.8555,0.21906,0.30248,0.30251,0.29997
22,test,1.0328,0.6288,0.28706,0.37439,0.35528,0.31116
23,train,0.3562,0.8438,0.22636,0.30194,0.29692,0.30292
23,test,1.0531,0.6326,0.29222,0.37416,0.35504,0.31404
24,train,0.3298,0.8623,0.22828,0.30055,0.29748,0.30460
24,test,0.9924,0.6439,0.29496,0.37578,0.36093,0.31457
25,train,0.3101,0.8779,0.22810,0.29983,0.29982,0.29871
25,test,1.0059,0.6477,0.29721,0.37527,0.36054,0.30759
26,train,0.2883,0.8838,0.22935,0.30082,0.29934,0.29747
26,test,1.0020,0.6326,0.29903,0.37894,0.36154,0.31657
27,train,0.2743,0.8955,0.23225,0.30443,0.30209,0.30563
27,test,0.9736,0.6591,0.30077,0.37632,0.35426,0.31316
28,train,0.2878,0.8574,0.23222,0.30068,0.29543,0.30847
28,test,1.0098,0.6477,0.30224,0.37835,0.36262,0.31928
29,train,0.2621,0.8896,0.23392,0.30210,0.30122,0.30540
29,test,1.0583,0.6439,0.30346,0.37873,0.36322,0.31658
30,train,0.2453,0.9121,0.23551,0.30248,0.30248,0.30854
30,test,1.0929,0.6402,0.30459,0.37401,0.35456,0.32675
