epoch,split,loss,accuracy,c1,c2,c3,fc
1,train,2.1292,0.3018,0.04397,0.05886,0.06068,0.07652
1,test,1.6128,0.4432,0.04895,0.05519,0.04924,0.07207
2,train,1.3464,0.5635,0.04074,0.04392,0.04450,0.09140
2,test,1.0710,0.5417,0.04751,0.05185,0.06026,0.15263
3,train,0.9572,0.6377,0.03967,0.04329,0.05414,0.16690
3,test,0.9299,0.6288,0.04665,0.04926,0.06323,0.19822
4,train,0.8026,0.6787,0.03934,0.03822,0.04976,0.18006
4,test,0.8892,0.6288,0.04651,0.04192,0.05352,0.19167
5,train,0.7097,0.6875,0.03865,0.03480,0.04390,0.17264
5,test,0.8820,0.6023,0.04450,0.04027,0.04966,0.18667
6,train,0.6149,0.7344,0.03731,0.03498,0.04362,0.18137
6,test,0.8696,0.6402,0.04334,0.04180,0.05104,0.20045
7,train,0.5340,0.7744,0.03661,0.03523,0.04369,0.19084
7,test,0.8533,0.6818,0.04306,0.04183,0.05044,0.20884
8,train,0.4761,0.8027,0.03653,0.03538,0.04342,0.19883
8,test,0.8652,0.6553,0.04290,0.04133,0.04894,0.21583
9,train,0.4422,0.8164,0.03635,0.03505,0.04188,0.20089
9,test,0.8590,0.6288,0.04265,0.04104,0.04652,0.20925
10,train,0.3831,0.8438,0.03633,0.03514,0.04074,0.20142
10,test,0.8731,0.6553,0.04277,0.04100,0.04577,0.21089
11,train,0.3421,0.8770,0.03646,0.03463,0.04021,0.20304
11,test,0.9204,0.6136,0.04306,0.04015,0.04503,0.21940
12,train,0.3036,0.8936,0.03674,0.03493,0.04069,0.21144
12,test,0.8985,0.6856,0.04307,0.04055,0.04578,0.22381
13,train,0.2588,0.9219,0.03686,0.03498,0.04077,0.21919
13,test,0.9755,0.6364,0.04292,0.04054,0.04472,0.22665
14,train,0.2287,0.9404,0.03671,0.03502,0.03988,0.21598
14,test,0.9213,0.6705,0.04284,0.03999,0.04410,0.22918
15,train,0.1757,0.9775,0.03667,0.03474,0.04052,0.22762
15,test,0.9303,0.6894,0.04267,0.03992,0.04528,0.24283
16,train,0.1514,0.9697,0.03630,0.03459,0.04088,0.23503
16,test,0.9718,0.6515,0.04225,0.04018,0.04512,0.24579
17,train,0.1407,0.9619,0.03596,0.03441,0.03987,0.23314
17,test,0.9506,0.6780,0.04205,0.03901,0.04272,0.23603
18,train,0.1067,0.9902,0.03593,0.03404,0.03856,0.22846
18,test,1.0187,0.6780,0.04183,0.03886,0.04217,0.23794
19,train,0.0918,0.9912,0.03561,0.03370,0.03815,0.23311
19,test,1.0464,0.6553,0.04156,0.03868,0.04199,0.24427
20,train,0.0718,0.9980,0.03549,0.03376,0.03806,0.23385
20,test,1.0281,0.6629,0.04119,0.03829,0.04100,0.23949
21,train,0.0620,1.0000,0.03523,0.03319,0.03738,0.23761
21,test,1.0930,0.6742,0.04083,0.03789,0.04093,0.24991
22,train,0.0539,0.9980,0.03502,0.03332,0.03780,0.24668
22,test,1.0918,0.6667,0.04036,0.03760,0.04070,0.25531
23,train,0.0443,0.9990,0.03486,0.03292,0.03728,0.25064
23,test,1.1380,0.6326,0.03953,0.03665,0.03936,0.25501
24,train,0.0399,1.0000,0.03372,0.03183,0.03579,0.24625
24,test,1.1219,0.6439,0.03850,0.03565,0.03797,0.25074
25,train,0.0368,1.0000,0.03294,0.03115,0.03491,0.24463
25,test,1.1302,0.6742,0.03815,0.03535,0.03770,0.25358
26,train,0.0307,1.0000,0.03269,0.03097,0.03479,0.25062
26,test,1.1634,0.6439,0.03780,0.03494,0.03749,0.25856
27,train,0.0281,1.0000,0.03281,0.03088,0.03482,0.25489
27,test,1.2437,0.6136,0.03795,0.03497,0.03748,0.26120
28,train,0.0267,1.0000,0.03252,0.03024,0.03375,0.25097
28,test,1.2596,0.6212,0.03748,0.03426,0.03621,0.25593
29,train,0.0235,1.0000,0.03233,0.02998,0.03306,0.24708
29,test,1.1976,0.6591,0.03719,0.03364,0.03520,0.25209
30,train,0.0204,1.0000,0.03215,0.02981,0.03262,0.24741
30,test,1.2237,0.6629,0.03680,0.03325,0.03462,0.25338
