epoch,split,loss,accuracy,c1,c2,c3,fc
1,train,2.0783,0.3223,0.04650,0.06722,0.07543,0.09633
1,test,1.3879,0.5152,0.05535,0.08016,0.08892,0.12429
2,train,1.2043,0.5596,0.04777,0.07141,0.08372,0.14543
2,test,1.0763,0.5644,0.05914,0.09230,0.10790,0.18849
3,train,0.9110,0.6250,0.05039,0.07840,0.08987,0.18464
3,test,0.9864,0.5833,0.06353,0.09768,0.10251,0.19894
4,train,0.7301,0.6924,0.05385,0.08090,0.08364,0.18831
4,test,0.8396,0.6402,0.06676,0.10124,0.09947,0.20631
5,train,0.6238,0.7285,0.05587,0.08312,0.08409,0.19641
5,test,0.9207,0.5947,0.06928,0.10373,0.10279,0.21550
6,train,0.5396,0.7861,0.05793,0.08439,0.08613,0.20728
6,test,0.8683,0.6136,0.07202,0.10396,0.10177,0.22190
7,train,0.4669,0.8105,0.06017,0.08462,0.08494,0.21089
7,test,0.8562,0.6326,0.07476,0.10570,0.10195,0.22292
8,train,0.4260,0.8369,0.06267,0.08596,0.08641,0.22031
8,test,0.8836,0.6553,0.07678,0.10367,0.10202,0.22956
9,train,0.3885,0.8252,0.06378,0.08406,0.08521,0.22130
9,test,0.8804,0.6591,0.07882,0.10343,0.10094,0.23335
10,train,0.3301,0.8789,0.06545,0.08535,0.08492,0.22236
10,test,0.8726,0.6629,0.08074,0.10501,0.10119,0.23449
11,train,0.2848,0.9033,0.06674,0.08518,0.08583,0.23089
11,test,0.9163,0.6553,0.08195,0.10367,0.10265,0.24698
12,train,0.2433,0.9199,0.06786,0.08420,0.08662,0.23581
12,test,0.9967,0.6591,0.08401,0.10289,0.09978,0.24966
13,train,0.2277,0.9316,0.06953,0.08448,0.08560,0.23890
13,test,0.9749,0.6591,0.08536,0.10270,0.10036,0.25191
14,train,0.1907,0.9482,0.07017,0.08407,0.08567,0.24157
14,test,1.0367,0.6288,0.08526,0.10370,0.09970,0.25551
15,train,0.1627,0.9590,0.07063,0.08528,0.08610,0.24832
15,test,1.0482,0.6439,0.08644,0.10335,0.09920,0.25748
16,train,0.1394,0.9658,0.07132,0.08423,0.08484,0.24930
16,test,1.0325,0.6402,0.08763,0.10297,0.09832,0.25939
17,train,0.1252,0.9688,0.07219,0.08399,0.08436,0.25140
17,test,1.0761,0.6439,0.08812,0.10363,0.09865,0.26219
18,train,0.0996,0.9854,0.07239,0.08484,0.08506,0.25332
18,test,1.0477,0.6439,0.08843,0.10227,0.09882,0.26623
19,train,0.0797,0.9893,0.07233,0.08244,0.08427,0.25864
19,test,1.0728,0.6705,0.08925,0.10069,0.09723,0.26766
20,train,0.0714,0.9932,0.07350,0.08290,0.08283,0.25997
20,test,1.1210,0.6667,0.08930,0.10280,0.09707,0.27373
21,train,0.0612,0.9951,0.07352,0.08442,0.08365,0.26612
21,test,1.1814,0.6742,0.09049,0.10233,0.09692,0.27643
22,train,0.0503,0.9990,0.07459,0.08325,0.08378,0.26713
22,test,1.1567,0.6629,0.09125,0.10030,0.09646,0.27514
23,train,0.0394,1.0000,0.07585,0.08238,0.08283,0.26583
23,test,1.1480,0.6705,0.09214,0.09934,0.09509,0.27518
24,train,0.0320,1.0000,0.07613,0.08172,0.08215,0.26947
24,test,1.2304,0.6629,0.09242,0.09959,0.09523,0.28087
25,train,0.0259,1.0000,0.07555,0.08170,0.08269,0.27173
25,test,1.2694,0.6515,0.09357,0.10062,0.09534,0.28304
26,train,0.0232,1.0000,0.07660,0.08271,0.08261,0.27422
26,test,1.2108,0.6932,0.09377,0.10089,0.09616,0.28284
27,train,0.0216,1.0000,0.07739,0.08230,0.08306,0.27703
27,test,1.2761,0.6856,0.09429,0.09811,0.09473,0.28355
28,train,0.0171,1.0000,0.07691,0.08096,0.08137,0.27624
28,test,1.2777,0.6591,0.09405,0.09919,0.09424,0.28394
29,train,0.0138,1.0000,0.07727,0.08180,0.08170,0.27802
29,test,1.3763,0.6477,0.09412,0.10009,0.09596,0.29097
30,train,0.0132,1.0000,0.07701,0.08218,0.08284,0.28186
30,test,1.3384,0.6742,0.09444,0.09893,0.09442,0.29047
