epoch,split,loss,accuracy,c1,c2,c3,fc
1,train,0.5362,0.8291,0.14508,0.15816,0.16030,0.33107
1,test,0.2296,0.9253,0.16060,0.16075,0.15884,0.36813
2,train,0.1869,0.9413,0.15937,0.15947,0.15965,0.35430
2,test,0.1514,0.9515,0.16016,0.15819,0.15851,0.33089
3,train,0.1365,0.9572,0.15984,0.15944,0.15979,0.34844
3,test,0.1343,0.9569,0.15890,0.15643,0.15949,0.34414
4,train,0.1179,0.9630,0.15953,0.15928,0.15964,0.34155
4,test,0.1378,0.9570,0.16062,0.15832,0.15877,0.32753
5,train,0.0990,0.9682,0.15973,0.15929,0.15982,0.33750
5,test,0.1283,0.9591,0.16092,0.15672,0.15863,0.34347
6,train,0.0915,0.9700,0.15971,0.15952,0.15966,0.33167
6,test,0.1178,0.9614,0.15992,0.15933,0.15897,0.34030
7,train,0.0833,0.9732,0.15968,0.15939,0.15978,0.33167
7,test,0.1086,0.9665,0.16032,0.15907,0.16117,0.35053
8,train,0.0756,0.9750,0.15976,0.15945,0.15974,0.32921
8,test,0.1233,0.9613,0.15918,0.16035,0.15957,0.31719
9,train,0.0676,0.9781,0.15973,0.15944,0.15986,0.32340
9,test,0.0952,0.9702,0.16052,0.15930,0.15922,0.32283
10,train,0.0633,0.9788,0.15973,0.15933,0.15979,0.32071
10,test,0.0970,0.9682,0.16015,0.15811,0.15843,0.32351
