epoch,split,loss,accuracy,c1,c2,c3,fc
1,train,0.4603,0.8530,0.07893,0.08064,0.08245,0.30249
1,test,0.1703,0.9464,0.08078,0.07956,0.07930,0.31473
2,train,0.1463,0.9544,0.08048,0.08014,0.08028,0.32193
2,test,0.1243,0.9601,0.08146,0.07917,0.08128,0.31295
3,train,0.1097,0.9647,0.08056,0.07992,0.08022,0.31089
3,test,0.1156,0.9647,0.08105,0.08080,0.08185,0.30647
4,train,0.0883,0.9712,0.08063,0.07971,0.08018,0.30399
4,test,0.0983,0.9684,0.08109,0.08048,0.08068,0.30597
5,train,0.0780,0.9746,0.08040,0.07987,0.07980,0.29256
5,test,0.1039,0.9671,0.08034,0.07838,0.08009,0.28952
6,train,0.0673,0.9781,0.08048,0.07965,0.07996,0.29037
6,test,0.1006,0.9688,0.08019,0.07936,0.08213,0.29248
7,train,0.0562,0.9815,0.08018,0.07987,0.08015,0.29038
7,test,0.0850,0.9723,0.07977,0.07892,0.07963,0.29339
8,train,0.0489,0.9838,0.08029,0.07979,0.08004,0.29245
8,test,0.0986,0.9696,0.08188,0.08074,0.07949,0.28516
9,train,0.0442,0.9851,0.08019,0.07976,0.08004,0.28459
9,test,0.0952,0.9733,0.08132,0.07894,0.07988,0.28180
10,train,0.0431,0.9849,0.08027,0.07978,0.08006,0.28095
10,test,0.0873,0.9749,0.08027,0.08056,0.08086,0.27636
