epoch,split,loss,accuracy,c1,c2,c3,fc
1,train,0.4943,0.8386,0.03211,0.03022,0.03258,0.22500
1,test,0.1807,0.9428,0.03062,0.02799,0.02773,0.23586
2,train,0.1531,0.9513,0.02995,0.02740,0.02662,0.24103
2,test,0.1337,0.9574,0.02954,0.02709,0.02560,0.23461
3,train,0.1131,0.9642,0.02845,0.02637,0.02526,0.24162
3,test,0.1221,0.9600,0.02770,0.02596,0.02406,0.22513
4,train,0.0897,0.9721,0.02714,0.02591,0.02477,0.23963
4,test,0.1091,0.9630,0.02676,0.02584,0.02376,0.22803
5,train,0.0770,0.9751,0.02668,0.02579,0.02417,0.23792
5,test,0.1063,0.9662,0.02663,0.02559,0.02372,0.23474
6,train,0.0664,0.9780,0.02602,0.02543,0.02404,0.23901
6,test,0.0960,0.9699,0.02656,0.02574,0.02411,0.24124
7,train,0.0579,0.9809,0.02566,0.02540,0.02397,0.23852
7,test,0.1050,0.9679,0.02610,0.02553,0.02341,0.22774
8,train,0.0524,0.9824,0.02527,0.02515,0.02365,0.23560
8,test,0.1060,0.9676,0.02503,0.02487,0.02288,0.22592
9,train,0.0443,0.9850,0.02493,0.02496,0.02366,0.23727
9,test,0.1091,0.9693,0.02517,0.02495,0.02413,0.24181
10,train,0.0424,0.9856,0.02484,0.02508,0.02348,0.23813
10,test,0.1016,0.9691,0.02403,0.02577,0.02236,0.22158
